user_id,pref_gender,pref_aroma,pref_waktu,pref_kegiatan
USER_604,Wanita,Floral,Siang,Kencan
USER_605,Wanita,Fresh,Siang,Formal
USER_606,Pria,Fresh,Pagi,Formal
USER_607,Wanita,Spicy,Pagi,Kencan
USER_608,Unisex,Spicy,Siang,Kerja
USER_609,Unisex,Floral,Siang,Kerja
USER_610,Wanita,Sweet,Pagi,Santai
USER_611,Wanita,Spicy,Siang,Kerja
USER_612,Wanita,Fresh,Pagi,Santai
USER_613,Unisex,Spicy,Malam,Kencan
USER_614,Wanita,Sweet,Malam,Kencan
USER_615,Wanita,Spicy,Malam,Kerja
USER_616,Pria,Spicy,Pagi,Kerja
USER_617,Unisex,Floral,Malam,Kerja
USER_618,Pria,Woody,Pagi,Formal
USER_619,Unisex,Floral,Malam,Kerja
USER_620,Wanita,Spicy,Siang,Kerja
USER_621,Pria,Fresh,Pagi,Kerja
USER_622,Pria,Woody,Pagi,Kerja
USER_623,Unisex,Sweet,Malam,Kerja
USER_624,Unisex,Sweet,Malam,Kencan
USER_625,Wanita,Sweet,Siang,Kencan
USER_626,Wanita,Woody,Pagi,Kencan
USER_627,Wanita,Woody,Pagi,Kerja
USER_628,Pria,Floral,Malam,Kerja
USER_629,Unisex,Sweet,Pagi,Kerja
USER_630,Pria,Fresh,Pagi,Kencan
USER_631,Pria,Spicy,Siang,Kencan
USER_632,Wanita,Fresh,Pagi,Formal
USER_633,Unisex,Sweet,Pagi,Santai
USER_634,Unisex,Spicy,Malam,Formal
USER_635,Wanita,Floral,Siang,Kencan
USER_636,Unisex,Floral,Malam,Kerja
USER_637,Unisex,Floral,Malam,Kencan
USER_638,Unisex,Woody,Siang,Kencan
USER_639,Pria,Fresh,Siang,Formal
USER_640,Wanita,Woody,Pagi,Formal
USER_641,Wanita,Fresh,Siang,Kerja
USER_642,Unisex,Floral,Pagi,Kencan
USER_643,Pria,Floral,Siang,Kencan
USER_644,Wanita,Fresh,Siang,Kerja
USER_645,Pria,Fresh,Pagi,Formal
USER_646,Wanita,Fresh,Malam,Formal
USER_647,Unisex,Woody,Pagi,Santai
USER_648,Unisex,Fresh,Siang,Santai
USER_649,Pria,Fresh,Pagi,Kencan
USER_650,Pria,Woody,Pagi,Kencan
USER_651,Unisex,Woody,Pagi,Kencan
USER_652,Unisex,Spicy,Pagi,Kencan
USER_653,Wanita,Sweet,Pagi,Kerja
USER_654,Wanita,Sweet,Malam,Kerja
USER_655,Unisex,Floral,Malam,Kerja
USER_656,Unisex,Sweet,Pagi,Formal
USER_657,Pria,Sweet,Siang,Formal
USER_658,Pria,Floral,Siang,Kerja
USER_659,Unisex,Sweet,Siang,Santai
USER_660,Unisex,Spicy,Malam,Santai
USER_661,Wanita,Fresh,Siang,Formal
USER_662,Pria,Spicy,Malam,Formal
USER_663,Wanita,Sweet,Siang,Formal
USER_664,Pria,Woody,Siang,Kerja
USER_665,Pria,Fresh,Pagi,Formal
USER_666,Pria,Floral,Siang,Kencan
USER_667,Pria,Fresh,Malam,Formal
USER_668,Pria,Woody,Siang,Kencan
USER_669,Wanita,Floral,Siang,Kerja
USER_670,Wanita,Woody,Malam,Formal
USER_671,Wanita,Fresh,Siang,Kerja
USER_672,Pria,Spicy,Malam,Formal
USER_673,Unisex,Sweet,Malam,Kerja
USER_674,Pria,Spicy,Siang,Santai
USER_675,Unisex,Spicy,Siang,Formal
USER_676,Wanita,Floral,Pagi,Formal
USER_677,Unisex,Floral,Siang,Santai
USER_678,Wanita,Woody,Siang,Santai
USER_679,Wanita,Fresh,Siang,Formal
USER_680,Unisex,Spicy,Siang,Kencan
USER_681,Wanita,Fresh,Siang,Kencan
USER_682,Unisex,Woody,Pagi,Kerja
USER_683,Unisex,Fresh,Siang,Santai
USER_684,Unisex,Woody,Malam,Kerja
USER_685,Unisex,Floral,Siang,Formal
USER_686,Wanita,Spicy,Siang,Kencan
USER_687,Unisex,Sweet,Pagi,Formal
USER_688,Wanita,Fresh,Malam,Kerja
USER_689,Wanita,Floral,Pagi,Formal
USER_690,Pria,Sweet,Siang,Kerja
USER_691,Pria,Woody,Pagi,Formal
USER_692,Pria,Spicy,Siang,Kencan
USER_693,Pria,Floral,Pagi,Kencan
USER_694,Wanita,Woody,Malam,Kencan
USER_695,Unisex,Floral,Malam,Formal
USER_696,Pria,Sweet,Siang,Kerja
USER_697,Pria,Fresh,Pagi,Kencan
USER_698,Unisex,Fresh,Pagi,Kerja
USER_699,Pria,Floral,Malam,Kerja
USER_700,Pria,Floral,Siang,Kencan
USER_701,Unisex,Sweet,Siang,Santai
USER_702,Pria,Sweet,Siang,Kerja
USER_703,Unisex,Sweet,Pagi,Kerja
USER_704,Wanita,Floral,Siang,Kerja
USER_705,Unisex,Woody,Siang,Kencan
USER_706,Wanita,Floral,Malam,Kerja
USER_707,Pria,Sweet,Malam,Santai
USER_708,Unisex,Woody,Siang,Kencan
USER_709,Wanita,Floral,Siang,Formal
USER_710,Wanita,Sweet,Pagi,Formal
USER_711,Unisex,Floral,Siang,Kerja
USER_712,Wanita,Floral,Siang,Kerja
USER_713,Pria,Fresh,Pagi,Kerja
USER_714,Pria,Fresh,Pagi,Formal
USER_715,Wanita,Fresh,Malam,Kencan
USER_716,Unisex,Woody,Siang,Santai
USER_717,Wanita,Woody,Siang,Formal
USER_718,Unisex,Fresh,Siang,Formal
USER_719,Unisex,Sweet,Pagi,Kencan
USER_720,Wanita,Sweet,Pagi,Santai
USER_721,Unisex,Sweet,Siang,Santai
USER_722,Unisex,Spicy,Pagi,Kerja
USER_723,Wanita,Spicy,Pagi,Santai
USER_724,Unisex,Woody,Pagi,Kencan
USER_725,Unisex,Fresh,Malam,Santai
USER_726,Pria,Woody,Pagi,Kencan
USER_727,Wanita,Fresh,Pagi,Formal
USER_728,Unisex,Sweet,Siang,Santai
USER_729,Pria,Floral,Siang,Santai
USER_730,Pria,Sweet,Pagi,Formal
USER_731,Wanita,Woody,Malam,Kerja
USER_732,Pria,Floral,Siang,Kerja
USER_733,Pria,Spicy,Pagi,Kerja
USER_734,Wanita,Spicy,Pagi,Kencan
USER_735,Unisex,Sweet,Siang,Formal
USER_736,Pria,Woody,Siang,Kerja
USER_737,Unisex,Spicy,Siang,Santai
USER_738,Pria,Spicy,Siang,Formal
USER_739,Unisex,Fresh,Malam,Santai
USER_740,Unisex,Fresh,Malam,Santai
USER_741,Wanita,Floral,Malam,Kerja
USER_742,Pria,Spicy,Pagi,Santai
USER_743,Wanita,Spicy,Siang,Formal
USER_744,Wanita,Sweet,Siang,Santai
USER_745,Wanita,Spicy,Siang,Kerja
USER_746,Pria,Fresh,Malam,Santai
USER_747,Pria,Floral,Siang,Formal
USER_748,Unisex,Spicy,Malam,Kerja
USER_749,Unisex,Fresh,Siang,Santai
USER_750,Pria,Sweet,Pagi,Santai
USER_751,Unisex,Spicy,Malam,Formal
USER_752,Unisex,Spicy,Pagi,Kerja
USER_753,Pria,Fresh,Siang,Santai
USER_754,Pria,Sweet,Pagi,Kencan
USER_755,Wanita,Spicy,Siang,Kencan
USER_756,Wanita,Fresh,Malam,Formal
USER_757,Wanita,Floral,Siang,Formal
USER_758,Unisex,Spicy,Pagi,Formal
USER_759,Unisex,Floral,Malam,Santai
USER_760,Pria,Sweet,Pagi,Santai
USER_761,Pria,Spicy,Malam,Santai
USER_762,Unisex,Floral,Siang,Formal
USER_763,Unisex,Woody,Siang,Kerja
USER_764,Unisex,Sweet,Pagi,Kerja
USER_765,Wanita,Woody,Pagi,Kencan
USER_766,Wanita,Spicy,Pagi,Kerja
USER_767,Wanita,Fresh,Pagi,Kerja
USER_768,Pria,Spicy,Siang,Kencan
USER_769,Unisex,Fresh,Malam,Formal
USER_770,Wanita,Fresh,Pagi,Kencan
USER_771,Pria,Floral,Siang,Santai
USER_772,Pria,Sweet,Siang,Formal
USER_773,Wanita,Fresh,Malam,Santai
USER_774,Pria,Floral,Pagi,Formal
USER_775,Wanita,Sweet,Malam,Kencan
USER_776,Unisex,Woody,Siang,Formal
USER_777,Unisex,Sweet,Malam,Santai
USER_778,Unisex,Fresh,Malam,Kerja
USER_779,Pria,Fresh,Malam,Formal
USER_780,Unisex,Woody,Malam,Formal
USER_781,Pria,Woody,Malam,Kerja
USER_782,Unisex,Floral,Pagi,Santai
USER_783,Unisex,Woody,Pagi,Formal
USER_784,Wanita,Woody,Malam,Kencan
USER_785,Pria,Woody,Pagi,Kencan
USER_786,Pria,Fresh,Siang,Kencan
USER_787,Wanita,Floral,Malam,Formal
USER_788,Pria,Fresh,Siang,Formal
USER_789,Wanita,Sweet,Pagi,Kerja
USER_790,Unisex,Floral,Pagi,Formal
USER_791,Pria,Sweet,Malam,Kerja
USER_792,Wanita,Fresh,Siang,Santai
USER_793,Wanita,Floral,Siang,Formal
USER_794,Wanita,Spicy,Malam,Santai
USER_795,Unisex,Sweet,Pagi,Formal
USER_796,Pria,Spicy,Siang,Formal
USER_797,Unisex,Woody,Pagi,Formal
USER_798,Wanita,Spicy,Siang,Formal
USER_799,Unisex,Sweet,Pagi,Kencan
USER_800,Unisex,Sweet,Siang,Formal
